Date,Retailer,Company,Margin,Amount
9/15/2020,VoltMaster,SupraVolt Manufacturing,426.01,1798.38
9/15/2020,VoltMaster,SupraVolt Manufacturing,588.65,1541.76
9/15/2020,Cash,OrionVolt Systems,239.50,736.00
9/4/2020,PulseCraft Depot,PowerFusion Systems,240.00,759.00
9/3/2020,PulseCraft Depot,BharatElectra Works,335.61,1696.00
9/3/2020,PulseCraft Depot,BharatElectra Works,54.00,1008.00
9/3/2020,ElectroFlow,VoltStar Havells,190.15,1356.42
9/3/2020,ElectroFlow,VoltStar Havells,133.23,981.33
9/3/2020,ElectroFlow,VoltStar Havells,194.45,1370.26
9/3/2020,ElectroFlow,VoltStar Havells,40.58,271.56
9/2/2020,Cash,BharatElectra Works,1341.77,4855.00
9/2/2020,Cash,BharatElectra Works,764.00,4852.00
9/2/2020,Cash,BharatElectra Works,209.48,3735.00
9/2/2020,Cash,VoltStar Havells,59.80,117.00
9/2/2020,Cash,VoltStar Havells,364.77,827.56
9/2/2020,Cash,ApexVolt Industries,9.97,111.80
9/2/2020,Cash,AnchorVolt Industries,1184.56,3569.20
9/2/2020,Cash,AnchorVolt Industries,424.33,1281.00
9/2/2020,Cash,AnchorVolt Industries,3515.00,10589.00
9/2/2020,Cash,AnchorVolt Industries,715.78,2158.00
9/2/2020,Cash,Others,17.87,77.00
9/2/2020,Cash,Others,56.74,82.00
9/2/2020,Cash,ApexVolt Industries,11.36,70.00
9/2/2020,Cash,Others,132.48,450.00
9/2/2020,Cash,Others,72.32,427.60
9/2/2020,Cash,VoltFusion Technologies,610.54,3249.20
9/2/2020,Cash,VoltFusion Technologies,301.04,1622.95
9/2/2020,Cash,Others,327.02,1824.00
9/2/2020,BrightWire,AnchorVolt Industries,480.14,3424.20
9/2/2020,BrightWire,AnchorVolt Industries,314.74,2238.00
9/2/2020,BrightWire,AnchorVolt Industries,580.99,2240.00
9/2/2020,BrightWire,AnchorVolt Industries,779.22,3342.00
8/30/2020,BrightEnergy,VoltStar Havells,101.50,2181.00
8/30/2020,BrightEnergy,VoltStar Havells,105.50,2179.00
8/30/2020,BrightEnergy,VoltStar Havells,368.00,9321.00
8/30/2020,BrightEnergy,AnchorVolt Industries,2088.70,14840.00
8/30/2020,BrightEnergy,AnchorVolt Industries,818.42,5791.60
8/30/2020,BrightEnergy,AnchorVolt Industries,-127.94,4677.60
8/30/2020,BrightEnergy,AnchorVolt Industries,316.61,2228.00
8/30/2020,BrightEnergy,AnchorVolt Industries,-765.98,8026.60
8/30/2020,BrightEnergy,AnchorVolt Industries,540.01,3796.20
8/30/2020,BrightEnergy,AnchorVolt Industries,-81.07,10689.80
8/30/2020,BrightEnergy,AnchorVolt Industries,723.21,5130.80
8/30/2020,Cash,ApexVolt Industries,1.11,217.99
8/30/2020,Cash,HavellCore Technologies,15.52,24.00
8/30/2020,Cash,ApexCraft Electric,939.91,4073.72
8/30/2020,Cash,Others,12.56,112.00
8/30/2020,Cash,VoltStar Havells,114.10,264.00
8/30/2020,Cash,VoltStar Havells,18.05,46.00
8/30/2020,Cash,HavellCore Technologies,10.02,17.00
8/30/2020,Cash,ApexCraft Electric,944.26,4071.00
8/30/2020,Cash,Others,5.56,120.00
8/29/2020,Cash,VoltStar Havells,22.14,47.00
8/29/2020,Cash,ApexVolt Industries,10.65,21.60
8/29/2020,Cash,NexaGrid Solutions,19.90,52.00
8/29/2020,Cash,BharatElectra Works,109.72,624.00
8/29/2020,Cash,BharatElectra Works,185.97,1009.00
8/29/2020,Cash,OrionVolt Systems,44.39,61.00
8/29/2020,Cash,OrionVolt Systems,6.31,16.00
8/29/2020,WattFlow,VoltStar Havells,546.89,1996.72
8/29/2020,WattFlow,VoltStar Havells,664.23,2546.42
8/29/2020,WattFlow,VoltStar Havells,157.50,604.00
8/29/2020,WattFlow,VoltStar Havells,254.00,1548.00
8/29/2020,WattFlow,VoltStar Havells,30.23,190.20
8/29/2020,WattFlow,VoltStar Havells,51.93,254.20
8/29/2020,WattFlow,OrionVolt Systems,328.35,1704.00
8/29/2020,WattFlow,FusionAnchor Technologies,234.20,2231.00
8/29/2020,WattFlow,FusionAnchor Technologies,388.56,2469.47
8/29/2020,WattFlow,FusionAnchor Technologies,70.16,454.64
8/29/2020,WattFlow,FusionAnchor Technologies,90.01,560.57
8/29/2020,WattFlow,FusionAnchor Technologies,171.47,1342.79
8/29/2020,WattFlow,FusionAnchor Technologies,431.39,1887.22
8/29/2020,WattFlow,FusionAnchor Technologies,352.95,2116.61
8/27/2020,Cash,VoltFusion Technologies,155.12,1232.38
8/26/2020,PowerHub,VoltStar Havells,25.65,176.20
8/26/2020,PowerHub,AnchorVolt Industries,208.32,1638.25
8/26/2020,PowerHub,OrionVolt Systems,-16.15,354.00
9/19/2020,Cash,VoltStar Havells,30.15,39.80
9/19/2020,Cash,AnchorVolt Industries,155.81,489.10
9/19/2020,Cash,AnchorVolt Industries,37.32,105.96
9/19/2020,Cash,AnchorVolt Industries,38.60,141.36
9/19/2020,Cash,AnchorVolt Industries,114.93,385.24
9/19/2020,Cash,AnchorVolt Industries,56.86,175.60
9/19/2020,Cash,AnchorVolt Industries,186.67,493.00
9/19/2020,Cash,AnchorVolt Industries,49.19,152.16
9/19/2020,Cash,BharatCharge Industries,503.94,1937.00
9/19/2020,Cash,SupraVolt Fabricators,833.76,2978.00
9/19/2020,Cash,VoltIndus Fabrications,82.39,249.88
9/19/2020,Cash,BharatElectra Works,728.41,3142.00
8/26/2020,PulseCraft Depot,VoltStar Havells,139.10,288.00
8/26/2020,PulseCraft Depot,Others,60.28,153.00
8/26/2020,PulseCraft Depot,VoltIndus Fabrications,25.52,104.00
8/26/2020,PulseCraft Depot,BharatElectra Works,26.91,195.00
8/26/2020,PulseCraft Depot,SupraVolt Manufacturing,24.10,52.00
8/25/2020,Cash,VoltStar Havells,364.81,904.00
8/25/2020,Cash,Others,267.77,672.00
8/25/2020,Cash,PowerShakti Engineering,105.88,3699.00
8/25/2020,Cash,Others,-2.23,399.00
8/25/2020,Cash,Others,59.63,432.00
8/25/2020,Cash,PowerMatic Havells,527.95,1273.00
8/25/2020,Cash,OrionVolt Systems,1582.18,4840.40
8/25/2020,Cash,FusionAnchor Technologies,2359.35,5004.36
8/25/2020,Cash,FusionAnchor Technologies,713.37,1689.68
8/25/2020,Cash,FusionAnchor Technologies,227.46,465.64
8/25/2020,Cash,FusionAnchor Technologies,262.75,569.92
8/25/2020,Cash,FusionAnchor Technologies,563.59,1309.48
8/25/2020,Cash,FusionAnchor Technologies,1651.47,3480.56
8/25/2020,Cash,FusionAnchor Technologies,954.23,2065.88
8/25/2020,PulseCraft Depot,ApexCraft Electric,196.05,1394.00
8/25/2020,PulseCraft Depot,SupraVolt Manufacturing,397.80,686.40
8/25/2020,Cash,VoltStar Havells,55.13,69.20
8/25/2020,Cash,AnchorVolt Industries,150.30,399.50
8/25/2020,Cash,AnchorVolt Industries,39.03,132.30
8/25/2020,Cash,HavellCore Technologies,20.95,31.60
8/25/2020,Cash,Others,12.22,25.00
8/25/2020,Cash,BharatElectra Works,369.00,4430.00
8/25/2020,Cash,BharatElectra Works,239.28,1680.00
8/25/2020,Cash,BharatElectra Works,90.14,1099.00
8/24/2020,PulseCraft Depot,VoltStar Havells,52.26,88.00
8/24/2020,PulseCraft Depot,ApexVolt Industries,4.61,37.80
8/24/2020,PulseCraft Depot,AnchorVolt Industries,165.75,507.80
8/24/2020,PulseCraft Depot,AnchorVolt Industries,135.85,443.00
8/24/2020,PulseCraft Depot,AnchorVolt Industries,80.97,234.40
8/24/2020,PulseCraft Depot,AnchorVolt Industries,82.66,261.74
8/24/2020,PulseCraft Depot,AnchorVolt Industries,122.21,359.84
8/24/2020,PulseCraft Depot,AnchorVolt Industries,23.44,73.68
8/24/2020,PulseCraft Depot,AnchorVolt Industries,92.51,271.72
8/24/2020,PulseCraft Depot,AnchorVolt Industries,87.68,221.20
8/24/2020,PulseCraft Depot,VoltIndus Fabrications,152.29,777.80
8/24/2020,PulseCraft Depot,BharatElectra Works,70.82,4665.29
8/24/2020,PulseCraft Depot,BharatElectra Works,185.26,7166.06
8/24/2020,PulseCraft Depot,Others,26.23,75.00
8/24/2020,PowerSphere,VoltStar Havells,1098.99,3788.00
8/24/2020,PowerSphere,AnchorVolt Industries,965.95,2601.87
8/24/2020,PowerSphere,AnchorVolt Industries,369.86,2555.00
8/24/2020,PowerSphere,AnchorVolt Industries,214.08,1649.25
8/24/2020,PowerSphere,AnchorVolt Industries,453.09,3717.00
8/24/2020,PowerSphere,SupraVolt Manufacturing,413.95,1307.10
8/24/2020,PowerSphere,SupraVolt Manufacturing,372.80,1197.40
8/24/2020,PowerSphere,SupraVolt Manufacturing,1258.41,3038.07
8/24/2020,PowerSphere,SupraVolt Manufacturing,919.85,2111.30
8/24/2020,PowerSphere,SupraVolt Manufacturing,293.50,1926.00
8/24/2020,PowerSphere,SupraVolt Manufacturing,504.90,1608.20
8/24/2020,PowerSphere,SupraVolt Manufacturing,314.00,1018.00
8/24/2020,PowerSphere,SupraVolt Manufacturing,293.32,763.88
8/24/2020,VoltVision,VoltStar Havells,723.81,1079.20
8/24/2020,VoltVision,AnchorVolt Industries,926.19,6352.50
8/24/2020,VoltVision,SupraVolt Manufacturing,1632.44,4388.10
8/24/2020,VoltVision,SupraVolt Manufacturing,1328.90,3777.48
8/23/2020,Cash,VoltStar Havells,71.79,140.40
8/23/2020,Cash,VoltStar Havells,39.26,74.00
8/23/2020,Cash,ApexVolt Industries,70.48,237.00
8/23/2020,Cash,ApexVolt Industries,10.57,39.80
8/23/2020,Cash,AnchorVolt Industries,192.69,524.78
8/23/2020,Cash,AnchorVolt Industries,255.88,760.70
8/23/2020,Cash,AnchorVolt Industries,98.91,345.20
8/23/2020,Cash,AnchorVolt Industries,206.44,660.80
8/23/2020,Cash,AnchorVolt Industries,65.37,185.36
8/23/2020,Cash,AnchorVolt Industries,37.37,111.96
8/23/2020,Cash,AnchorVolt Industries,37.87,119.70
8/23/2020,Cash,AnchorVolt Industries,317.89,1048.80
8/23/2020,Cash,AnchorVolt Industries,292.93,851.84
8/23/2020,Cash,AnchorVolt Industries,121.86,363.84
8/23/2020,Cash,AnchorVolt Industries,173.71,573.54
8/23/2020,Cash,AnchorVolt Industries,66.11,202.04
8/23/2020,Cash,AnchorVolt Industries,122.36,392.24
8/23/2020,Cash,AnchorVolt Industries,113.57,389.24
8/23/2020,Cash,AnchorVolt Industries,85.78,309.70
8/23/2020,Cash,AnchorVolt Industries,35.22,129.40
8/23/2020,Cash,HavellCore Technologies,2.32,13.01
8/23/2020,Cash,HavellCore Technologies,30.85,45.20
8/23/2020,Cash,SupraElectra Industries,37.10,146.40
8/23/2020,Cash,Others,14.46,117.00
8/23/2020,Cash,Others,13.37,54.40
8/23/2020,Cash,PowerFusion Systems,87.08,423.00
8/23/2020,Cash,Others,25.38,60.60
8/23/2020,Cash,Others,20.06,60.40
8/23/2020,Cash,Others,35.46,84.00
8/23/2020,Cash,OrionVolt Systems,21.99,47.00
8/23/2020,PulseCraft Depot,VoltStar Havells,97.14,146.00
8/23/2020,PulseCraft Depot,VoltStar Havells,54.74,133.20
8/23/2020,PulseCraft Depot,VoltStar Havells,234.40,455.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,791.11,3282.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,529.19,2755.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,434.35,1361.40
8/23/2020,PulseCraft Depot,AnchorVolt Industries,178.88,846.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,246.34,775.40
8/23/2020,PulseCraft Depot,AnchorVolt Industries,84.24,218.70
8/23/2020,PulseCraft Depot,AnchorVolt Industries,83.94,417.60
8/23/2020,PulseCraft Depot,AnchorVolt Industries,138.30,803.80
8/23/2020,PulseCraft Depot,AnchorVolt Industries,614.92,1915.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,106.20,710.60
8/23/2020,PulseCraft Depot,AnchorVolt Industries,1335.22,3142.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,685.06,3296.80
8/23/2020,PulseCraft Depot,AnchorVolt Industries,100.05,551.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,146.01,455.00
8/23/2020,PulseCraft Depot,AnchorVolt Industries,172.89,514.60
8/23/2020,PulseCraft Depot,AnchorVolt Industries,485.47,1522.20
8/23/2020,PulseCraft Depot,AnchorVolt Industries,181.30,545.00
8/23/2020,PulseCraft Depot,SupraCharge Systems,1778.04,1939.00
8/23/2020,PulseCraft Depot,Others,218.15,291.00
8/23/2020,PulseCraft Depot,VoltIndus Fabrications,226.81,838.80
8/23/2020,PulseCraft Depot,VoltIndus Fabrications,125.47,418.40
8/23/2020,PulseCraft Depot,SupraVolt Manufacturing,434.82,768.00
8/23/2020,PulseCraft Depot,SupraVolt Manufacturing,172.82,478.80
8/23/2020,PulseCraft Depot,Others,33.27,139.40
8/23/2020,Cash,VoltStar Havells,85.80,152.00
8/23/2020,Cash,ApexVolt Industries,4.74,33.20
8/23/2020,Cash,BharatElectra Works,84.59,3147.80
8/23/2020,ElectroGlow,VoltStar Havells,2187.78,7568.00
8/23/2020,ElectroGlow,VoltStar Havells,552.94,2326.00
8/23/2020,ElectroGlow,VoltStar Havells,503.91,3080.00
8/23/2020,ElectroGlow,SupraVolt Manufacturing,52.11,243.22
8/23/2020,ElectroGlow,SupraVolt Manufacturing,79.47,385.20
9/18/2020,PulseCraft Depot,Others,44.46,107.00
9/18/2020,PulseCraft Depot,PowerFusion Systems,51.60,196.00
9/18/2020,PulseCraft Depot,PowerFusion Systems,36.90,100.00
9/18/2020,PulseCraft Depot,SupraVolt Manufacturing,6.85,28.80
9/18/2020,PulseCraft Depot,SupraVolt Manufacturing,26.24,57.60
8/23/2020,Cash,SupraElectra Industries,49.64,339.00
8/22/2020,WattZone,VoltStar Havells,871.51,5394.00
8/22/2020,WattZone,ApexCraft Electric,1304.05,7663.80
8/22/2020,WattZone,ElectroAnchor Systems,951.00,7253.36
8/20/2020,PulseCraft Depot,ApexVolt Industries,11.69,42.00
8/20/2020,PulseCraft Depot,AnchorVolt Industries,28.27,106.40
8/20/2020,PulseCraft Depot,SupraElectra Industries,47.27,190.00
8/20/2020,PulseCraft Depot,BharatElectra Works,19.77,106.00
8/20/2020,PulseCraft Depot,OrionVolt Systems,16.42,75.25
8/20/2020,PulseCraft Depot,OrionVolt Systems,10.89,45.23
8/20/2020,PulseCraft Depot,OrionVolt Systems,26.49,57.00
8/20/2020,PulseCraft Depot,ElectroSaar Fabricators,59.50,108.80
8/20/2020,PulseCraft Depot,VoltStar Havells,65.37,139.40
8/20/2020,PulseCraft Depot,SupraVolt Manufacturing,27.70,78.00
8/20/2020,PulseCraft Depot,GridHavell Technologies,25.06,54.00
8/20/2020,PulseCraft Depot,GridHavell Technologies,30.00,61.00
8/20/2020,PulseCraft Depot,HavellSpark Fabrications,39.82,67.20
8/20/2020,PulseCraft Depot,ApexCraft Electric,780.27,3861.00
8/20/2020,PulseCraft Depot,Others,22.55,137.00
8/20/2020,PulseCraft Depot,VoltIndus Fabrications,94.22,688.96
8/19/2020,PulseCraft Depot,VoltStar Havells,416.38,745.00
8/19/2020,PulseCraft Depot,VoltStar Havells,143.97,296.94
8/19/2020,PulseCraft Depot,VoltStar Havells,80.84,166.86
8/19/2020,PulseCraft Depot,SupraElectra Industries,71.70,412.60
8/19/2020,PulseCraft Depot,VoltStar Havells,19.92,30.00
8/19/2020,PulseCraft Depot,VoltStar Havells,16.84,23.80
8/19/2020,PulseCraft Depot,VoltStar Havells,91.47,156.00
8/19/2020,PulseCraft Depot,VoltStar Havells,71.81,136.32
8/19/2020,PulseCraft Depot,ApexVolt Industries,10.74,36.20
8/19/2020,PulseCraft Depot,SupraElectra Industries,30.45,139.00
8/19/2020,PulseCraft Depot,BharatElectra Works,80.66,421.85
8/19/2020,PulseCraft Depot,BharatElectra Works,175.62,2192.00
8/19/2020,PulseCraft Depot,SupraVolt Manufacturing,78.43,137.00
8/19/2020,PulseCraft Depot,SupraVolt Manufacturing,26.11,68.00
8/19/2020,PulseCraft Depot,Others,234.54,254.00
8/19/2020,PulseCraft Depot,OrionVolt Systems,6.88,62.40
8/19/2020,PulseCraft Depot,ElectroSaar Fabricators,31.43,48.80
8/19/2020,PulseCraft Depot,GridHavell Technologies,31.57,67.00
8/19/2020,Cash,VoltStar Havells,135.18,396.00
8/19/2020,Cash,Others,140.48,347.00
8/19/2020,Cash,PowerMatic Havells,307.88,761.00
8/19/2020,Cash,FusionAnchor Technologies,204.17,813.36
8/19/2020,Cash,FusionAnchor Technologies,51.51,162.76
8/19/2020,Cash,FusionAnchor Technologies,323.75,1501.20
8/19/2020,Cash,FusionAnchor Technologies,480.50,1299.40
8/19/2020,Cash,FusionAnchor Technologies,190.31,426.36
8/19/2020,Cash,FusionAnchor Technologies,273.32,713.72
8/19/2020,Cash,FusionAnchor Technologies,986.76,2385.40
8/18/2020,PulseCraft Depot,ApexVolt Industries,0.87,15.60
8/18/2020,PulseCraft Depot,Others,39.64,79.00
8/18/2020,PulseCraft Depot,ZenithWeld Electric,275.34,497.00
8/18/2020,PulseCraft Depot,BharatElectra Works,92.53,488.00
8/18/2020,PulseCraft Depot,SupraVolt Manufacturing,13.14,36.00
8/15/2020,Cash,Others,16.16,187.80
8/15/2020,Cash,Others,50.32,357.80
8/15/2020,Cash,SupraVolt Manufacturing,6.55,25.00
8/13/2020,PulseCraft Depot,VoltStar Havells,14.01,22.20
8/13/2020,PulseCraft Depot,VoltStar Havells,51.19,94.34
8/13/2020,PulseCraft Depot,SupraVolt Manufacturing,26.36,77.00
8/13/2020,PulseCraft Depot,SupraVolt Manufacturing,57.82,98.08
8/12/2020,PulseCraft Depot,VoltStar Havells,77.81,139.32
8/12/2020,PulseCraft Depot,AnchorVolt Industries,85.70,257.74
8/12/2020,PulseCraft Depot,BharatElectra Works,42.14,292.00
8/12/2020,PulseCraft Depot,OrionVolt Systems,21.70,75.00
8/12/2020,PulseCraft Depot,GridHavell Technologies,22.07,55.00
9/4/2020,BrightElectro,VoltStar Havells,639.46,2026.00
9/4/2020,BrightElectro,AnchorVolt Industries,400.14,3162.00
9/5/2020,ElectroLink,HavellVolt Solutions,682.84,7514.00
9/5/2020,ElectroLink,HavellVolt Solutions,668.53,7008.00
9/5/2020,ElectroWise,AnchorVolt Industries,325.50,3581.00
9/5/2020,ElectroWise,AnchorVolt Industries,197.50,2452.00
9/5/2020,WattWave,VoltStar Havells,109.74,375.52
9/5/2020,WattWave,VoltStar Havells,149.96,616.13
9/6/2020,PowerPulse,VoltStar Havells,305.49,1007.98
9/6/2020,PowerPulse,AnchorVolt Industries,1464.88,10391.00
9/6/2020,PowerPulse,AnchorVolt Industries,362.42,2525.80
9/6/2020,PowerPulse,FusionAnchor Technologies,761.94,7425.00
9/6/2020,CurrentPulse,VoltStar Havells,425.82,1352.90
9/6/2020,CurrentPulse,VoltStar Havells,328.06,1050.50
9/6/2020,CurrentPulse,VoltStar Havells,385.51,1222.90
9/6/2020,CurrentPulse,FusionAnchor Technologies,124.31,3441.00
9/6/2020,ElectroGlow,FusionAnchor Technologies,230.20,2232.00
9/7/2020,PulseCraft Depot,ApexVolt Industries,423.71,914.20
9/7/2020,PulseCraft Depot,ApexVolt Industries,8.74,131.00
9/7/2020,PulseCraft Depot,Others,48.84,228.00
9/7/2020,PulseCraft Depot,SupraElectra Industries,426.11,2784.00
9/7/2020,PulseCraft Depot,Others,229.42,704.00
9/7/2020,PulseCraft Depot,VoltStar Havells,81.05,147.40
9/7/2020,PulseCraft Depot,VoltStar Havells,423.93,825.46
9/7/2020,PulseCraft Depot,AnchorVolt Industries,459.80,1014.00
9/7/2020,PulseCraft Depot,AnchorVolt Industries,379.31,1199.76
9/7/2020,PulseCraft Depot,AnchorVolt Industries,26.81,93.10
9/7/2020,PulseCraft Depot,AnchorVolt Industries,51.08,171.50
9/7/2020,PulseCraft Depot,AnchorVolt Industries,123.06,426.40
9/7/2020,PulseCraft Depot,AnchorVolt Industries,54.07,157.78
9/7/2020,PulseCraft Depot,AnchorVolt Industries,224.41,794.50
9/7/2020,PulseCraft Depot,AnchorVolt Industries,59.11,183.36
9/7/2020,PulseCraft Depot,AnchorVolt Industries,237.73,749.00
9/7/2020,PulseCraft Depot,AnchorVolt Industries,76.69,253.86
9/7/2020,PulseCraft Depot,AnchorVolt Industries,175.33,581.24
9/7/2020,PulseCraft Depot,AnchorVolt Industries,164.89,444.00
9/7/2020,PulseCraft Depot,AnchorVolt Industries,58.94,238.50
9/7/2020,PulseCraft Depot,Others,26.16,61.40
9/7/2020,PulseCraft Depot,PowerFusion Systems,332.27,1044.00
9/7/2020,PulseCraft Depot,GridHavell Technologies,46.36,100.00
9/7/2020,Cash,Others,511.00,1184.00
9/7/2020,PulseCraft Depot,AnchorVolt Industries,74.20,159.00
9/7/2020,PulseCraft Depot,VoltIndus Fabrications,231.94,1162.20
9/8/2020,PulseCraft Depot,ApexVolt Industries,10.48,63.40
9/8/2020,PulseCraft Depot,Others,28.88,66.80
9/8/2020,PulseCraft Depot,Others,28.64,166.60
9/8/2020,PulseCraft Depot,SupraElectra Industries,31.87,248.00
9/8/2020,PulseCraft Depot,VoltFusion Technologies,172.27,1306.69
9/8/2020,PulseCraft Depot,Others,127.67,494.80
9/8/2020,Cash,AnchorVolt Industries,287.40,1372.00
9/8/2020,Cash,AnchorVolt Industries,896.84,2714.80
9/8/2020,Cash,AnchorVolt Industries,266.21,798.80
9/8/2020,Cash,AnchorVolt Industries,685.40,3718.40
9/9/2020,PowerSphere,AnchorVolt Industries,1501.49,8974.00
9/9/2020,PowerSphere,AnchorVolt Industries,2121.61,4465.00
9/9/2020,PowerSphere,AnchorVolt Industries,764.25,4459.00
9/9/2020,PowerSphere,AnchorVolt Industries,720.26,5130.80
9/9/2020,PowerSphere,AnchorVolt Industries,541.32,3865.40
9/9/2020,PowerSphere,AnchorVolt Industries,192.08,1346.60
9/9/2020,PowerSphere,AnchorVolt Industries,814.75,5791.60
9/9/2020,PowerSphere,AnchorVolt Industries,1081.40,2239.00
9/9/2020,PowerSphere,AnchorVolt Industries,1972.92,7135.20
9/9/2020,PowerSphere,AnchorVolt Industries,1697.50,2902.80
9/9/2020,PowerSphere,AnchorVolt Industries,471.78,3339.00
9/9/2020,PowerSphere,AnchorVolt Industries,240.01,1679.50
9/9/2020,PowerSphere,AnchorVolt Industries,545.32,3860.40
9/9/2020,PowerSphere,AnchorVolt Industries,579.65,4094.00
9/9/2020,PowerSphere,AnchorVolt Industries,453.54,3720.00
9/9/2020,Cash,VoltStar Havells,35.90,57.00
9/9/2020,Cash,ApexVolt Industries,14.36,74.00
9/9/2020,Cash,VoltWave Manufacturing,38.28,50.60
9/9/2020,Cash,Others,38.64,91.00
9/10/2020,WattFusion,VoltStar Havells,408.97,2214.00
9/10/2020,WattFusion,VoltStar Havells,577.63,2478.39
9/10/2020,WattFusion,VoltStar Havells,136.84,1288.80
9/10/2020,Cash,VoltStar Havells,561.31,1075.62
9/10/2020,Cash,VoltStar Havells,183.45,449.00
9/10/2020,Cash,Others,111.13,280.80
9/10/2020,Cash,SupraElectra Industries,170.70,1358.00
9/10/2020,Cash,Others,18.00,151.00
9/10/2020,Cash,Others,12.17,95.00
9/10/2020,Cash,Others,28.58,141.00
9/10/2020,Cash,PowerMatic Havells,217.04,507.00
9/10/2020,Cash,FusionAnchor Technologies,381.49,1261.34
9/10/2020,Cash,FusionAnchor Technologies,490.06,1310.12
9/10/2020,Cash,FusionAnchor Technologies,163.98,523.97
9/10/2020,Cash,FusionAnchor Technologies,137.58,302.48
9/10/2020,Cash,FusionAnchor Technologies,375.32,699.15
9/10/2020,ElectroFlow,AnchorVolt Industries,174.39,1453.60
9/10/2020,ElectroFlow,AnchorVolt Industries,160.20,1236.00
9/10/2020,ElectroFlow,AnchorVolt Industries,649.53,2173.95
9/10/2020,ElectroFlow,AnchorVolt Industries,117.44,1010.47
9/10/2020,ElectroFlow,OrionVolt Systems,96.84,481.93
9/11/2020,BrightCrest,AnchorVolt Industries,427.16,3320.00
9/11/2020,BrightCrest,AnchorVolt Industries,230.88,1925.00
9/11/2020,BrightCrest,AnchorVolt Industries,279.19,2440.20
9/11/2020,BrightCrest,AnchorVolt Industries,245.72,1930.00
9/11/2020,PowerSphere,HavellVolt Solutions,381.84,10721.00
9/11/2020,ElectroGlow,AnchorVolt Industries,323.16,2311.00
9/11/2020,ElectroGlow,AnchorVolt Industries,104.23,705.70
9/11/2020,ElectroGlow,AnchorVolt Industries,169.33,1608.75
9/11/2020,ElectroGlow,AnchorVolt Industries,200.07,1584.50
9/11/2020,ElectroGlow,AnchorVolt Industries,187.06,1434.65
9/11/2020,ElectroGlow,AnchorVolt Industries,1875.13,40226.00
9/11/2020,PulseCraft Depot,AnchorVolt Industries,99.99,254.50
9/11/2020,PulseCraft Depot,AnchorVolt Industries,90.80,322.20
9/11/2020,PulseCraft Depot,AnchorVolt Industries,16.75,33.80
9/11/2020,PulseCraft Depot,AnchorVolt Industries,104.98,264.00
9/11/2020,PulseCraft Depot,HavellCore Technologies,41.85,59.00
9/11/2020,PulseCraft Depot,BharatElectra Works,113.86,389.00
9/11/2020,Cash,VoltHaven Manufacturing,29.09,89.00
9/11/2020,Cash,HavellSpark Fabrications,53.85,98.00
9/11/2020,Cash,VoltStar Havells,30.45,39.00
9/11/2020,Cash,VoltStar Havells,115.26,217.60
9/11/2020,Cash,VoltStar Havells,160.56,297.94
9/11/2020,Cash,VoltStar Havells,50.30,94.34
9/11/2020,Cash,VoltStar Havells,178.70,341.16
9/11/2020,Cash,VoltStar Havells,146.52,272.64
9/11/2020,Cash,AnchorVolt Industries,409.09,938.50
9/11/2020,Cash,AnchorVolt Industries,271.59,806.00
9/11/2020,Cash,AnchorVolt Industries,508.29,1475.00
9/11/2020,Cash,AnchorVolt Industries,96.74,249.25
9/11/2020,Cash,AnchorVolt Industries,56.12,139.20
9/11/2020,Cash,ApexCraft Electric,679.44,4291.80
9/11/2020,Cash,ApexCraft Electric,257.61,2074.60
9/11/2020,Cash,ApexCraft Electric,957.94,6588.40
9/11/2020,Cash,ApexCraft Electric,764.75,5092.20
9/11/2020,Cash,SupraElectra Industries,179.33,1348.00
9/11/2020,Cash,VoltIndus Fabrications,108.57,418.40
9/11/2020,Cash,VoltIndus Fabrications,58.86,221.20
9/11/2020,Cash,Others,150.98,266.00
9/11/2020,Cash,OrionVolt Systems,104.24,205.60
9/11/2020,Cash,ElectroSaar Fabricators,81.06,235.00
9/12/2020,ElectroWise,VoltStar Havells,386.20,562.00
9/12/2020,ElectroWise,VoltStar Havells,118.10,839.00
9/14/2020,Cash,BharatElectra Works,197.20,1799.00
9/14/2020,Cash,BharatElectra Works,414.04,5465.00
9/14/2020,Cash,BharatElectra Works,15.64,315.00
9/14/2020,ElectroEmpire,HavellVolt Solutions,500.12,14282.00
9/14/2020,ElectroEmpire,HavellVolt Solutions,651.06,9969.00
9/15/2020,Cash,ApexCraft Electric,248.00,2635.80
9/15/2020,Cash,ApexCraft Electric,382.45,3999.20
9/15/2020,Cash,OrionVolt Systems,132.65,748.99
9/16/2020,WattFusion,HavellVolt Solutions,645.40,6425.00
9/16/2020,WattFusion,HavellVolt Solutions,623.76,5068.00
9/16/2020,Cash,VoltStar Havells,52.87,105.74
9/16/2020,Cash,AnchorVolt Industries,253.03,846.00
9/16/2020,Cash,AnchorVolt Industries,129.26,367.50
9/16/2020,Cash,VoltIndus Fabrications,125.45,414.40
9/16/2020,PulseCraft Depot,HavellSpark Fabrications,51.78,111.00
